preco,condominio,IPTU,metros_quadrados,quartos,banheiros,vagas,endereco
4900000,NA,NA,530,5 ,4 ,3 ,"Avenida Luther King, Barra da Tijuca"
2450000,1500,NA,316,4 ,5 ,3 ,"Rua Professor Wilson Choeri, Recreio Dos Bandeirantes"
900000,NA,8216,180,3 ,4 ,2 ,"Rua Comendador Martinelli, Grajaú"
480000,NA,1256,182,3 ,2 ,1 ,"Avenida Monsenhor Félix, Irajá"
140000,NA,NA,51,1 ,1 ,NA,"Rua Aibu, Engenho Novo"
950000,NA,NA,350,4 ,1 ,6 ,"Rua Retiro dos Artistas, Jacarepaguá"
570000,NA,NA,250,5 ,3 ,NA,"Rua Conselheiro Paranaguá, Vila Isabel"
2600000,NA,13210,700,5 ,3 ,5 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
98605,NA,NA,134,1 ,1 ,NA,"Rua Raimundo Ferreira Lima, Paciência"
369000,200,500,70,2 ,3 ,1 ,"Rua Basílio de Brito, Cachambi"
150000,NA,NA,50,1 ,1 ,NA,"Ladeira dos Tabajaras, Copacabana"
7250000,789,859,400,4 ,5 ,3 ,"Rua João Borges, Gávea"
395000,100,200,70,2 ,2 ,1 ,"Riachuelo, Rio de Janeiro"
229000,NA,NA,100,2 ,1 ,6 ,"Rua Estrela do Norte, Bangu"
7200000,1250,2378,593,4 ,5 ,2 ,"Rua Euclides de Figueiredo, Jardim Botânico"
647000,NA,NA,100,2 ,2 ,2 ,"Rua São Miguel, Tijuca"
5800000,NA,1350,526,4 ,2 ,NA,"Rua Peri, Jardim Botânico"
1500000,480,228,200,4 ,1 ,2 ,"Rua Engenheiro Iberê Abreu, Freguesia- Jacarepaguá"
650000,NA,161,170,4 ,2 ,2 ,"Rua Ferreira de Andrade, Cachambi"
429000,NA,816,127,2 ,2 ,1 ,"Rua Maues, Vista Alegre"
750000,NA,5000,307,3 ,5 ,2 ,"Rua Gonzaga Bastos, Tijuca"
900000,60,3252,178,4 ,4 ,3 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
600000,NA,1389,297,3 ,1 ,1 ,"Jardim Carioca, Rio de Janeiro"
920000,NA,NA,203,3 ,3 ,4 ,"Jardim Guanabara, Rio de Janeiro"
190000,NA,NA,75,2 ,2 ,1 ,"Rua Lino Carlos de Paiva, Campo Grande"
950000,NA,NA,170,3 ,7 ,2 ,"Rua Rocha Pombo, Tijuca"
420000,NA,NA,80,2 ,1 ,1 ,"Rua Maria Lópes, Madureira"
600000,NA,NA,123,3 ,2 ,3 ,"Vila da Penha, Rio de Janeiro"
3500000,950,668,420,4 ,3 ,8 ,"Rua Calheiros Gomes, Barra da Tijuca"
1500000,NA,568,282,5 ,5 ,12 ,"Jardim Guanabara, Rio de Janeiro"
450000,200,594,93,2 ,2 ,1 ,"Rua das Rosas,  Vila Valqueire"
850000,NA,2300,209,3 ,4 ,4 ,"Rua Oscar Lopes, Anil"
1800000,500,470,720,4 ,4 ,5 ,"Estrada do Pica-pau, Itanhangá"
950000,NA,1252,198,3 ,3 ,3 ,"Rua Santo Egil, Freguesia- Jacarepaguá"
4100000,1600,1000,450,5 ,6 ,4 ,"Rua Fernando Moncorvo, Barra da Tijuca"
790000,NA,383,280,3 ,2 ,1 ,"Rua Uruguai, Andaraí"
980000,1084,NA,178,4 ,4 ,3 ,"Avenida Miguel Antônio Fernandes, Recreio Dos Bandeirantes"
740000,NA,163,169,3 ,3 ,3 ,"Rua Rosa e Silva, Grajaú"
6800000,2350,2300,750,5 ,5 ,2 ,"Barra da Tijuca, Rio de Janeiro"
810000,NA,143,188,3 ,2 ,2 ,"Rua Dona Claudina, Méier"
979999,NA,NA,218,4 ,3 ,2 ,"Rua Caçapava, Grajaú"
410000,NA,NA,119,4 ,2 ,NA,"Rua Basílio de Brito, Cachambi"
635000,NA,3317,286,3 ,1 ,1 ,"Jardim Carioca, Rio de Janeiro"
598000,NA,NA,360,4 ,3 ,4 ,"Rua Zacarias, Gardênia Azul"
465000,NA,171,77,2 ,2 ,1 ,"Rua Goulart, Tijuca"
549999,NA,300,150,3 ,3 ,NA,"Rua Sousa Franco, Vila Isabel"
790000,NA,359,160,3 ,2 ,1 ,"Rua Uruguai, Tijuca"
499000,NA,388,190,2 ,3 ,1 ,"Rua Itapera, Irajá"
39000,NA,NA,56,1 ,1 ,NA,"Rua Paulo de Almeida, Guaratiba"
350000,50,100,150,3 ,2 ,1 ,"Bonsucesso, Rio de Janeiro"
790000,NA,2000,360,3 ,3 ,3 ,"Rua Observador, Taquara"
295000,NA,NA,110,2 ,1 ,1 ,"Rua Rodolfo Chambelland, Jardim América"
165000,NA,NA,65,2 ,1 ,NA,"Rua Laércio Ferreira Pinheiro, Pavuna"
335000,NA,NA,80,3 ,1 ,NA,"Rua Getúlio, Cachambi"
1250000,NA,1200,370,5 ,4 ,2 ,"Rua Prefeito João Felipe, Santa Teresa"
750000,350,188,190,3 ,1 ,3 ,"Rua Coronel Tedim, Pechincha"
570000,120,450,120,3 ,2 ,2 ,"São Cristóvão, Rio de Janeiro"
400000,100,200,77,3 ,1 ,1 ,"Rua Aquidabã, Méier"
1100000,NA,3134,345,3 ,3 ,2 ,"Rua Maues, Vista Alegre"
700000,NA,NA,300,3 ,3 ,2 ,"Rua Centauro, Taquara"
720000,NA,579,136,4 ,2 ,8 ,"Ramos, Rio de Janeiro"
580000,NA,NA,193,3 ,3 ,2 ,"Rua João Augusto Maia, Campo Grande"
1550000,740,5090,479,4 ,6 ,4 ,"Rua Arco-Íris, Anil"
350000,20,200,100,2 ,1 ,1 ,"Oswaldo Cruz, Rio de Janeiro"
2299990,NA,677,270,3 ,4 ,4 ,"Rua Professor Milward, Barra da Tijuca"
520000,NA,114,70,4 ,3 ,NA,"Engenho De Dentro, Rio de Janeiro"
348000,NA,NA,120,2 ,1 ,NA,"Cachambi, Rio de Janeiro"
700000,NA,NA,100,3 ,3 ,1 ,"Rua Santos Titara, Méier"
455000,NA,NA,95,3 ,2 ,3 ,"Realengo, Rio de Janeiro"
274900,400,103,110,3 ,2 ,1 ,"Rua Campina Grande, Campo Grande"
135000,NA,NA,50,1 ,1 ,NA,"Rua Primo Teixeira, Encantado"
340000,190,137,70,2 ,1 ,1 ,"Freguesia, Rio de Janeiro"
1500000,NA,2827,280,5 ,4 ,5 ,"Rua Marino da Costa, Jardim Guanabara"
1300000,600,1500,230,3 ,3 ,3 ,"Rua Arroio Pavuna, Anil"
195000,NA,NA,55,2 ,1 ,NA,"Todos os Santos, Rio de Janeiro"
700000,NA,NA,160,4 ,3 ,3 ,"Rua Diana, Penha Circular"
749000,NA,NA,247,5 ,8 ,2 ,"Rua Ponte Nova, Tanque"
1190000,NA,NA,311,4 ,4 ,6 ,"Rua Firmino do Amaral, Freguesia- Jacarepaguá"
1190000,NA,2000,295,4 ,4 ,2 ,"Pechincha, Rio de Janeiro"
1900000,2537,5309,343,4 ,3 ,2 ,"Estrada da Canoa, São Conrado"
3800000,1689,1602,827,4 ,4 ,NA,"Rua Professora Vera Suassuna, Itanhangá"
1600000,795,759,365,4 ,4 ,2 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
750000,350,11240,170,3 ,3 ,2 ," Praia da Bandeira, Rio de Janeiro"
395000,NA,NA,391,4 ,2 ,NA,"Rua Ferreira de Andrade, Cachambi"
1200000,780,NA,349,5 ,5 ,2 ,"Estrada do Quitite, Freguesia- Jacarepaguá"
1125000,NA,1387,250,3 ,3 ,3 ,"Estrada Pau-ferro, Freguesia- Jacarepaguá"
1890000,2080,455,250,5 ,4 ,2 ,"Estrada do Pontal, Recreio Dos Bandeirantes"
255000,NA,NA,65,2 ,2 ,1 ,"Rua Miguel Burnier, Higienópolis"
190000,NA,NA,65,2 ,1 ,NA,"Rua Capitão Cruz, Vista Alegre"
860000,NA,237,150,3 ,2 ,4 ,"Rua Alzira Brandão, Tijuca"
1280000,1000,250,250,3 ,4 ,1 ,"Estrada da Gávea Pequena, Alto da Boa Vista"
1300000,450,2700,170,5 ,5 ,2 ,"Rua Antônio Candeia Filho, Freguesia- Jacarepaguá"
999999,NA,NA,284,4 ,5 ,2 ,"Rua Comandante Prat, Tijuca"
750000,NA,3833,256,5 ,2 ,3 ,"Bancários, Rio de Janeiro"
850000,NA,467,100,3 ,3 ,2 ,"Rua Calmon Cabral, Irajá"
550000,NA,1422,153,3 ,2 ,3 ,"Rua Fernando Saboya de Fiuza, Campo Grande"
7500000,2000,NA,500,4 ,3 ,3 ,"Rua José Pancetti, Joá"
2300000,1100,12476,506,5 ,4 ,6 ,"Rua Mário Albuquerque, Barra da Tijuca"
420000,NA,1027,240,3 ,2 ,NA,"Rua Silva Pinto, Vila Isabel"
5500000,1800,14000,600,5 ,6 ,4 ,"Avenida das Américas, Barra da Tijuca"
980000,NA,NA,172,3 ,3 ,2 ,"Anil, Rio de Janeiro"
1550000,NA,NA,200,3 ,4 ,4 ,"Jardim Guanabara, Rio de Janeiro"
482950,NA,NA,84,1 ,1 ,NA,"Rua Torres de Oliveira, Piedade"
420000,NA,276,124,3 ,2 ,1 ,"Rua Jaguarema, Rocha Miranda"
790000,NA,NA,100,3 ,1 ,1 ," Praia da Bandeira, Rio de Janeiro"
480000,NA,1263,246,3 ,3 ,1 ,"Rua Maria Calmon, Méier"
430000,NA,1543,177,2 ,2 ,1 ,"Engenho Novo, Rio de Janeiro"
400000,NA,156,400,5 ,4 ,2 ,"Rua Capitão Menezes, Jacarepaguá"
450000,60,94,110,3 ,3 ,1 ,"Rua João Romariz, Ramos"
495000,NA,430,350,3 ,2 ,2 ,"Rua Feliciano de Aguiar, Maria da Graça"
610000,1400,1800,117,3 ,4 ,2 ,"Rua Geminiano Gois, Freguesia- Jacarepaguá"
1700000,NA,220,500,5 ,6 ,2 ,"Ladeira do Castro, Santa Teresa"
510000,150,90,150,2 ,1 ,2 ,"Estrada do Outeiro Santo, Jacarepaguá"
1390000,1500,452,250,4 ,3 ,2 ,"Rua Anna Khoury, Recreio Dos Bandeirantes"
3000000,1100,NA,420,3 ,4 ,NA,"Avenida das Américas, Recreio Dos Bandeirantes"
1400000,NA,792,356,4 ,1 ,2 ,"Rua Gelson Fonseca, Recreio Dos Bandeirantes"
150000,NA,NA,65,2 ,1 ,NA,"Rua Pedro de Albuquerque, Pavuna"
2999900,1299,1304,446,4 ,4 ,2 ,"Avenida Djalma Ribeiro, Barra da Tijuca"
650000,NA,NA,214,6 ,3 ,3 ,"Rua Comandante Vergueiro da Cruz, Olaria"
495000,30,488,179,3 ,3 ,2 ,"Avenida dos Mananciais, Taquara"
300000,NA,NA,190,2 ,2 ,1 ,"Rua Itamarati, Cascadura"
2190000,935,2000,340,3 ,5 ,2 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
1890000,NA,NA,573,4 ,5 ,NA,"Rua Jorge Emílio Fontenele, Recreio Dos Bandeirantes"
1000000,10,4055,286,4 ,5 ,2 ,"Rua Doutor Catrambi, Alto da Boa Vista"
495000,NA,NA,163,3 ,2 ,4 ,"Rua Tajuri, Vicente de Carvalho"
420000,NA,703,136,2 ,1 ,1 ,"Tauá, Rio de Janeiro"
1800000,1560,4500,300,4 ,8 ,3 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
135000,NA,NA,50,1 ,1 ,NA,"Rua Primo Teixeira, Encantado"
340000,190,137,70,2 ,1 ,1 ,"Freguesia, Rio de Janeiro"
1500000,NA,2827,280,5 ,4 ,5 ,"Rua Marino da Costa, Jardim Guanabara"
1300000,600,1500,230,3 ,3 ,3 ,"Rua Arroio Pavuna, Anil"
689000,500,2333,200,5 ,5 ,2 ,"Rua Ipadu, Jacarepaguá"
195000,NA,NA,55,2 ,1 ,NA,"Todos os Santos, Rio de Janeiro"
700000,NA,NA,160,4 ,3 ,3 ,"Rua Diana, Penha Circular"
749000,NA,NA,247,5 ,8 ,2 ,"Rua Ponte Nova, Tanque"
1190000,NA,NA,311,4 ,4 ,6 ,"Rua Firmino do Amaral, Freguesia- Jacarepaguá"
1190000,NA,2000,295,4 ,4 ,2 ,"Pechincha, Rio de Janeiro"
1900000,2537,5309,343,4 ,3 ,2 ,"Estrada da Canoa, São Conrado"
3800000,1689,1602,827,4 ,4 ,NA,"Rua Professora Vera Suassuna, Itanhangá"
1600000,795,759,365,4 ,4 ,2 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
750000,350,11240,170,3 ,3 ,2 ," Praia da Bandeira, Rio de Janeiro"
395000,NA,NA,391,4 ,2 ,NA,"Rua Ferreira de Andrade, Cachambi"
320000,NA,101,71,2 ,2 ,1 ,"Cascadura, Rio de Janeiro"
420000,NA,NA,70,4 ,3 ,3 ,"Rua Ponto Novo, Campo Grande"
1350000,1100,5057,226,4 ,5 ,3 ,"Rua Orígenes Lessa, Recreio Dos Bandeirantes"
690000,NA,1010,150,3 ,3 ,2 ,"Rua Doutor Ferrari, Todos os Santos"
350000,NA,NA,80,2 ,1 ,2 ,"Campo Grande, Rio de Janeiro"
420000,NA,420,124,3 ,2 ,1 ,"Rua Jaguarema, Rocha Miranda"
640000,NA,518,405,3 ,2 ,2 ,"Rua Pedro de Carvalho, Méier"
480000,NA,NA,80,2 ,2 ,1 ,"Higienópolis, Rio de Janeiro"
242000,70,NA,80,2 ,1 ,1 ,"Rua Soldado Gama Lópes, Campo Grande"
695000,NA,118,170,3 ,2 ,2 ,"Jardim Sulacap, Rio de Janeiro"
400000,NA,NA,171,2 ,3 ,1 ,"Rua Tenente Pimentel, Olaria"
650000,NA,NA,214,6 ,3 ,3 ,"Rua Comandante Vergueiro da Cruz, Olaria"
495000,30,488,179,3 ,3 ,2 ,"Avenida dos Mananciais, Taquara"
300000,NA,NA,190,2 ,2 ,1 ,"Rua Itamarati, Cascadura"
2190000,935,2000,340,3 ,5 ,2 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
1890000,NA,NA,573,4 ,5 ,NA,"Rua Jorge Emílio Fontenele, Recreio Dos Bandeirantes"
1000000,10,4055,286,4 ,5 ,2 ,"Rua Doutor Catrambi, Alto da Boa Vista"
495000,NA,NA,163,3 ,2 ,4 ,"Rua Tajuri, Vicente de Carvalho"
420000,NA,703,136,2 ,1 ,1 ,"Tauá, Rio de Janeiro"
1800000,1560,4500,300,4 ,8 ,3 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
135000,NA,NA,50,1 ,1 ,NA,"Rua Primo Teixeira, Encantado"
340000,190,137,70,2 ,1 ,1 ,"Freguesia, Rio de Janeiro"
1500000,NA,2827,280,5 ,4 ,5 ,"Rua Marino da Costa, Jardim Guanabara"
1300000,600,1500,230,3 ,3 ,3 ,"Rua Arroio Pavuna, Anil"
735000,70,1596,183,4 ,2 ,NA,"Rua Visconde de Itamarati, Tijuca"
890000,NA,2250,225,4 ,3 ,1 ,"Rua Senador Soares, Vila Isabel"
950000,980,400,198,4 ,2 ,NA,"Avenida Miguel Antônio Fernandes, Recreio Dos Bandeirantes"
300000,NA,NA,137,3 ,2 ,3 ,"Rua Teixeira da Costa, Vaz Lobo"
2000000,470,NA,350,4 ,5 ,5 ,"Avenida das Américas, Recreio Dos Bandeirantes"
270000,NA,NA,83,2 ,1 ,1 ,"Rua Urucara, Irajá"
1600000,580,NA,280,4 ,4 ,2 ,"Estrada da Urucanga, Freguesia- Jacarepaguá"
464999,NA,NA,144,2 ,2 ,1 ,"Rua Goulart, Tijuca"
790000,NA,NA,170,3 ,2 ,1 ,"Tijuca, Rio de Janeiro"
990000,600,4000,350,4 ,4 ,2 ,"Estrada José Duarte, Vargem Pequena"
1500000,NA,580,500,7 ,6 ,NA,"Rua Bernardino dos Santos, Santa Teresa"
380000,NA,NA,80,3 ,2 ,1 ,"Rua Itaicaba, Curicica"
460000,NA,234,140,3 ,2 ,2 ,"Rua São Miguel, Tijuca"
3300000,NA,1000,200,4 ,3 ,1 ,"Rua Cândido Gaffree, Urca"
360000,50,135,69,2 ,1 ,1 ,"Estrada do Cafundá, Tanque"
1100000,NA,360,364,4 ,8 ,2 ,"Rua Prefeito João Felipe, Santa Teresa"
180000,NA,NA,60,2 ,1 ,1 ,"Rua Capuena, Bento Ribeiro"
260000,NA,400,80,2 ,1 ,NA,"Rua Almirante Ingran, Vila da Penha"
3600000,2535,11900,600,4 ,6 ,6 ,"Avenida das Américas, Barra da Tijuca"
899999,NA,NA,150,3 ,3 ,1 ,"Rua Dezoito de Outubro, Tijuca"
1050000,350,506,250,4 ,2 ,3 ,"Rua Guapimirim,  Vila Valqueire"
300000,NA,NA,100,3 ,1 ,1 ,"Rua Casimiro de Abreu, Pilares"
435000,250,900,106,2 ,2 ,1 ,"Estrada Capitão Pedro Afonso, Vargem Grande"
265000,200,NA,66,2 ,NA,1 ,"Rua Luís Zancheta, Riachuelo"
482950,NA,NA,84,1 ,1 ,NA,"Rua Torres de Oliveira, Piedade"
688995,NA,NA,180,4 ,3 ,1 ,"Rua Salomão Malina, Vargem Pequena"
420000,NA,276,124,3 ,2 ,1 ,"Rua Jaguarema, Rocha Miranda"
790000,NA,NA,100,3 ,1 ,1 ," Praia da Bandeira, Rio de Janeiro"
480000,NA,1263,246,3 ,3 ,1 ,"Rua Maria Calmon, Méier"
430000,NA,1543,177,2 ,2 ,1 ,"Engenho Novo, Rio de Janeiro"
400000,NA,156,400,5 ,4 ,2 ,"Rua Capitão Menezes, Jacarepaguá"
495000,NA,430,350,3 ,2 ,2 ,"Rua Feliciano de Aguiar, Maria da Graça"
610000,1400,1800,117,3 ,4 ,2 ,"Rua Geminiano Gois, Freguesia- Jacarepaguá"
1700000,NA,220,500,5 ,6 ,2 ,"Ladeira do Castro, Santa Teresa"
510000,150,90,150,2 ,1 ,2 ,"Estrada do Outeiro Santo, Jacarepaguá"
1390000,1500,452,250,4 ,3 ,2 ,"Rua Anna Khoury, Recreio Dos Bandeirantes"
3000000,1100,NA,420,3 ,4 ,NA,"Avenida das Américas, Recreio Dos Bandeirantes"
1400000,NA,792,356,4 ,1 ,2 ,"Rua Gelson Fonseca, Recreio Dos Bandeirantes"
500000,NA,1167,1050,3 ,3 ,NA,"Estrada Cachamorra, Campo Grande"
150000,NA,NA,65,2 ,1 ,NA,"Rua Pedro de Albuquerque, Pavuna"
2999900,1299,1304,446,4 ,4 ,2 ,"Avenida Djalma Ribeiro, Barra da Tijuca"
499000,NA,2950,205,3 ,2 ,4 ,"Rua José do Patrocínio, Grajaú"
689000,NA,NA,200,3 ,3 ,3 ,"Guaratiba, Rio de Janeiro"
240000,NA,86,150,2 ,1 ,1 ,"Ramos, Rio de Janeiro"
559000,NA,NA,100,2 ,NA,1 ,"Rua Euzebio de Almeida, Jardim Sulacap"
1170000,NA,238,225,4 ,3 ,2 ,"Rua José Vicente, Grajaú"
1200000,530,2425,178,4 ,3 ,2 ,"Freguesia- Jacarepaguá, Rio de Janeiro"
900000,NA,1440,247,3 ,2 ,3 ,"Campo Grande, Rio de Janeiro"
1090000,NA,2568,212,3 ,3 ,4 ,"Estrada do Guanumbi, Freguesia- Jacarepaguá"
1999000,835,4446,423,5 ,6 ,4 ,"Estrada do Quitite, Jacarepaguá"
5000000,1150,NA,500,4 ,1 ,3 ,"Rua Tenente Márcio Pinto, Gávea"
730000,NA,166,155,2 ,3 ,2 ,"Méier, Rio de Janeiro"
380000,NA,NA,190,3 ,3 ,NA,"Avenida Gaspar de Lemos, Guaratiba"
360000,240,NA,102,2 ,1 ,1 ,"Tanque, Rio de Janeiro"
975000,NA,3290,179,3 ,1 ,2 ,"Rua Enes de Sousa, Tijuca"
510000,NA,90,120,3 ,3 ,2 ,"Rua Carmo do Cajuru, Jacarepaguá"
1715000,NA,NA,643,4 ,1 ,2 ,"Estrada do Pontal, Recreio Dos Bandeirantes"
400000,NA,NA,298,3 ,2 ,2 ,"Rua Paes de Andrade, Sampaio"
735000,70,1596,183,4 ,2 ,NA,"Rua Visconde de Itamarati, Maracanã"
735000,70,1596,183,4 ,2 ,NA,"Rua Visconde de Itamarati, Tijuca"
890000,NA,2250,225,4 ,3 ,1 ,"Rua Senador Soares, Vila Isabel"
950000,980,400,198,4 ,2 ,NA,"Avenida Miguel Antônio Fernandes, Recreio Dos Bandeirantes"
300000,NA,NA,137,3 ,2 ,3 ,"Rua Teixeira da Costa, Vaz Lobo"
2000000,470,NA,350,4 ,5 ,5 ,"Avenida das Américas, Recreio Dos Bandeirantes"
270000,NA,NA,83,2 ,1 ,1 ,"Rua Urucara, Irajá"
1600000,580,NA,280,4 ,4 ,2 ,"Estrada da Urucanga, Freguesia- Jacarepaguá"
464999,NA,NA,144,2 ,2 ,1 ,"Rua Goulart, Tijuca"
790000,NA,NA,170,3 ,2 ,1 ,"Tijuca, Rio de Janeiro"
990000,600,4000,350,4 ,4 ,2 ,"Estrada José Duarte, Vargem Pequena"
1500000,NA,580,500,7 ,6 ,NA,"Rua Bernardino dos Santos, Santa Teresa"
380000,NA,NA,80,3 ,2 ,1 ,"Rua Itaicaba, Curicica"
460000,NA,234,140,3 ,2 ,2 ,"Rua São Miguel, Tijuca"
5500000,2100,1398,600,5 ,6 ,4 ,"Rua Carlos Manes Bandeira, Barra da Tijuca"
320000,NA,NA,60,3 ,1 ,2 ,"Rua D, Campo Grande"
190000,35,150,44,1 ,1 ,NA,"Estrada Pau-ferro, Pechincha"
450000,NA,NA,186,2 ,2 ,3 ,"Rua Fernão de Magalhães, Campo Grande"
550000,350,NA,98,3 ,3 ,2 ,"Rua Joaquim Meier, Méier"
790000,NA,3462,160,3 ,2 ,1 ,"Rua Uruguai, Andaraí"
4100000,NA,NA,500,4 ,5 ,4 ,"Avenida João Luís Alves, Urca"
295000,NA,NA,140,3 ,2 ,1 ,"Rua Filgueiras Lima, Riachuelo"
185000,NA,NA,50,2 ,1 ,NA,"Rua José Machado, Irajá"
599999,NA,NA,186,4 ,4 ,1 ,"Travessa Matilde, Tijuca"
240000,41,NA,65,2 ,1 ,NA,"Rua Fernando Esquerdo, Maria da Graça"
850000,NA,467,100,3 ,3 ,2 ,"Rua Calmon Cabral, Irajá"
550000,NA,1422,153,3 ,2 ,3 ,"Rua Fernando Saboya de Fiuza, Campo Grande"
2300000,1100,12476,506,5 ,4 ,6 ,"Rua Mário Albuquerque, Barra da Tijuca"
420000,NA,1027,240,3 ,2 ,NA,"Rua Silva Pinto, Vila Isabel"
980000,NA,NA,172,3 ,3 ,2 ,"Anil, Rio de Janeiro"
1550000,NA,NA,200,3 ,4 ,4 ,"Jardim Guanabara, Rio de Janeiro"
482950,NA,NA,84,1 ,1 ,NA,"Rua Torres de Oliveira, Piedade"
688995,NA,NA,180,4 ,3 ,1 ,"Rua Salomão Malina, Vargem Pequena"
790000,NA,NA,100,3 ,1 ,1 ," Praia da Bandeira, Rio de Janeiro"
480000,NA,1263,246,3 ,3 ,1 ,"Rua Maria Calmon, Méier"
430000,NA,1543,177,2 ,2 ,1 ,"Engenho Novo, Rio de Janeiro"
400000,NA,156,400,5 ,4 ,2 ,"Rua Capitão Menezes, Jacarepaguá"
450000,60,94,110,3 ,3 ,1 ,"Rua João Romariz, Ramos"
2000000,1950,4846,257,4 ,12 ,2 ,"Estrada do Pontal, Recreio Dos Bandeirantes"
230000,NA,NA,70,2 ,1 ,1 ,"Estrada João Melo, Campo Grande"
480000,NA,514,100,3 ,2 ,2 ,"Rua Honório, Cachambi"
400000,NA,NA,70,2 ,2 ,2 ,"Campo Grande, Rio de Janeiro"
3280000,750,NA,450,5 ,5 ,4 ,"Rua Gérson Pompeu Pinheiro, Barra da Tijuca"
1500000,NA,NA,620,3 ,2 ,4 ,"Jardim Guanabara, Rio de Janeiro"
790000,NA,NA,190,4 ,4 ,4 ,"Avenida dos Mananciais, Taquara"
390000,NA,NA,99,3 ,2 ,1 ,"Rua Conde de Rezende, Bento Ribeiro"
599000,250,5000,200,2 ,3 ,1 ,"Rua Getúlio de Moura, Taquara"
850000,NA,NA,130,4 ,4 ,2 ,"Rua Agostinho Menezes, Andaraí"
950000,1500,NA,226,5 ,7 ,3 ,"Rua Orígenes Lessa, Recreio Dos Bandeirantes"
570000,NA,6420,150,4 ,1 ,1 ,"Rua São Francisco Xavier, Maracanã"
550000,NA,1100,114,3 ,2 ,2 ,"Rua Jucari, Irajá"
250000,NA,168,60,2 ,1 ,1 ,"Benfica, Rio de Janeiro"
1200000,NA,2557,253,3 ,1 ,3 ,"Jardim Guanabara, Rio de Janeiro"
950000,NA,2400,260,5 ,5 ,5 ,"Rua Luciano Gallet, Vargem Grande"
600000,NA,NA,250,4 ,7 ,6 ,"Rua Rio Pardo, Campo Grande"
549900,NA,82,180,3 ,3 ,2 ,"Rua João Borges Filho, Campo Grande"
850000,NA,450,344,4 ,4 ,4 ,"Taquara, Rio de Janeiro"
700000,NA,NA,160,3 ,4 ,3 ,"Rua Diana, Vila da Penha"
3400000,1300,1000,340,5 ,5 ,3 ,"Avenida Albert Sabin, Barra da Tijuca"
790000,NA,NA,160,3 ,2 ,1 ,"Rua Uruguai, Tijuca"
2090000,1600,4500,320,4 ,3 ,3 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
700000,350,9720,174,3 ,2 ,2 ," Praia da Bandeira, Rio de Janeiro"
950000,NA,2400,260,5 ,5 ,5 ,"Rua Luciano Gallet, Vargem Grande"
600000,NA,NA,250,4 ,7 ,6 ,"Rua Rio Pardo, Campo Grande"
549900,NA,82,180,3 ,3 ,2 ,"Rua João Borges Filho, Campo Grande"
850000,NA,450,344,4 ,4 ,4 ,"Taquara, Rio de Janeiro"
700000,NA,NA,160,3 ,4 ,3 ,"Rua Diana, Vila da Penha"
960000,50,2410,183,4 ,4 ,1 ,"Rua Visconde de Abaeté, Vila Isabel"
3400000,1300,1000,340,5 ,5 ,3 ,"Avenida Albert Sabin, Barra da Tijuca"
790000,NA,NA,160,3 ,2 ,1 ,"Rua Uruguai, Tijuca"
2090000,1600,4500,320,4 ,3 ,3 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
700000,350,9720,174,3 ,2 ,2 ," Praia da Bandeira, Rio de Janeiro"
869000,NA,314,349,6 ,4 ,5 ,"Penha, Rio de Janeiro"
8500000,NA,NA,400,4 ,6 ,2 ,"Rua Engenheiro Alfredo Duarte, Jardim Botânico"
800000,NA,NA,115,3 ,3 ,3 ,"Penha, Rio de Janeiro"
3900000,1200,16418,687,6 ,8 ,3 ,"Rua Eduardo Tarquínio, Barra da Tijuca"
300000,NA,NA,90,3 ,1 ,NA,"Portuguesa, Rio de Janeiro"
1050000,NA,2215,200,4 ,3 ,3 ,"Rua Clemente Falcão, Tijuca"
500000,80,135,139,3 ,2 ,NA,"Estrada de Jacarepaguá, Freguesia- Jacarepaguá"
949999,NA,NA,296,6 ,6 ,4 ,"Rua Paula Frassinetti, Rio Comprido"
499000,30,950,135,3 ,1 ,NA,"Rua Augusto Nunes, Todos os Santos"
3000000,1100,NA,320,4 ,4 ,3 ,"Avenida das Américas, Barra da Tijuca"
6200000,2000,3076,870,5 ,7 ,4 ,"Avenida Rachel de Queiroz, Barra da Tijuca"
399000,NA,NA,130,3 ,2 ,1 ,"Rua Gérson Ferreira, Ramos"
230000,NA,400,98,1 ,1 ,1 ,"Rua Amandiu, Irajá"
1650000,NA,NA,626,5 ,4 ,6 ,"Estrada do Bananal, Freguesia- Jacarepaguá"
360000,240,NA,102,2 ,1 ,1 ,"Tanque, Rio de Janeiro"
975000,NA,3290,179,3 ,1 ,2 ,"Rua Enes de Sousa, Tijuca"
220000,NA,1010,50,2 ,2 ,NA,"Madureira, Rio de Janeiro"
510000,NA,90,120,3 ,3 ,2 ,"Rua Carmo do Cajuru, Jacarepaguá"
